"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 21 17:05:11 EDT 2022","Mon Mar 21 17:05:38 EDT 2022","26757","","Flight: Search feature","","Flight: Search feature","Verify User should be able to search flight","Verify User should be able to search flight",""
